       PADS LIBRARY (STD PCB Decals) DIRECTORY LISTING              VERSION:  2011-07-15 15:18:03
MM3.5\L6A                                09/27/09 11:41:35          N
MR0402                                   06/14/11 15:12:32          S
MR0603                                   06/14/11 15:24:38          S
MR0805                                   05/20/11 11:26:40          S
MSL0402                                  06/01/11 09:50:18          S
MSL0603                                  06/01/11 09:49:48          S
MSL0805                                  06/01/11 09:49:40          S
MSOP-050-3                               05/20/11 11:26:40          S
MUSB-SMD                                 07/08/11 11:07:09          S
OSA-B-4X4                                06/20/11 08:45:20          L
OSA-B-4X4-A                              07/08/11 09:57:15          L
OSC4-12.7X12.7                           11/26/10 17:38:22          L
OSC6-20.7X13.2                           11/26/10 17:38:29          L
PAD-TP3.4X0.7                            03/03/11 10:47:38          N
PAD2                                     09/27/09 11:41:35          N
PAD2.2                                   09/27/09 11:41:35          N
PAD5                                     09/27/09 11:41:35          N
PBSW-1                                   05/19/11 14:36:01          S
PC-CARD-68D                              05/19/11 14:38:00          N
PC-CARD-68F                              05/19/11 14:39:41          S
PCI                                      09/27/09 11:41:35          L
PCI-124-L2                               09/27/09 11:41:35          N
PCI-124-L4                               09/27/09 11:41:35          N
PCIE-36                                  11/18/09 11:14:13          N
PQFP128-050-2014                         06/01/11 16:59:03          S
PQFP208-050-2828                         06/01/11 16:59:35          S
PQFP64-050-1010                          06/01/11 17:00:04          S
PQFP80-050-1212                          06/01/11 17:00:29          S
PSOP14-15.7-177                          05/19/11 15:32:23          S
PSW13                                    11/26/10 17:40:26          L
PSW8                                     11/26/10 17:40:40          L
PW2-3.96                                 11/26/10 17:40:52          L
PW2-3.96-R                               11/26/10 17:41:02          L
PW2-6                                    11/26/10 17:41:17          L
PW4-3.96                                 11/26/10 17:41:36          L
PW5-2.5                                  11/26/10 17:41:50          L
PW6-3.96                                 11/26/10 17:42:02          L
PW7-3.96                                 06/22/11 14:52:36          L
PW8-3.96                                 11/26/10 17:42:16          L
PWC3                                     11/26/10 17:42:37          L
PWC3T                                    05/25/11 17:38:56          L
PWC6                                     11/26/10 17:42:49          L
QFN12-050-0303                           05/27/11 11:26:45          S
QFN16-050-0303                           05/27/11 11:30:03          S
QFN16-065-0404                           05/27/11 11:31:46          S
QFN20-050-0404                           07/14/11 16:52:22          S
QFN24-050-0404                           05/27/11 11:37:18          S
QFN24-050-0404A                          05/27/11 11:40:31          S
QFN28-045-0404                           06/01/11 14:56:04          S
QFN32-050-0505                           06/01/11 10:56:11          S
QFN32-050-0505A                          06/01/11 10:58:44          S
QFN32-050-0505A2.7                       06/01/11 11:07:32          S
QFN32-050-0604                           06/01/11 11:19:00          S
QFN40-040-0505                           06/01/11 14:58:15          S
QFN40-050-0606                           06/01/11 11:21:06          S
QFN44-050-0707A                          06/01/11 11:23:36          S
QFN46-040-6.5X4.5                        06/16/11 16:39:13          S
QFN46-040-6.5X4.5A                       06/16/11 16:39:52          S
QFN48-040-0606                           06/01/11 15:08:12          S
QFN48-050-0707A                          06/01/11 11:30:28          S
QFN52-040-7.5X5.7                        06/01/11 15:09:40          S
QFN56-050-0808                           06/01/11 11:34:30          S
QFN64-050-0909                           06/01/11 11:38:54          S
QFN64-050-0909A                          06/01/11 11:41:42          S
QFN68-040-0808                           05/20/11 17:12:30          S
QFN68-040-0808A                          05/20/11 16:53:23          S
QFN76-040-0909                           06/01/11 15:16:52          S
QFN76-040-0909A                          06/01/11 15:19:32          S
QFP100-065-2014                          06/01/11 16:17:44          S
QFP128-050-2014                          06/01/11 16:24:57          S
QFP208-050-2828                          06/01/11 16:25:51          S
QFP44-080-1010                           06/01/11 16:29:37          S
QFP48-060-0909                           05/20/11 11:15:30          S
QSOP20-25-150                            05/20/11 11:15:30          S
QSOP28-25-150                            05/20/11 11:15:30          S
R0201                                    05/20/11 11:26:35          S
R0402                                    05/20/11 11:26:35          S
R0402-3P                                 05/20/11 11:26:35          S
R0603                                    05/20/11 11:26:35          S
R0805                                    05/20/11 11:26:35          S
R1206                                    05/20/11 11:26:35          S
R2010                                    05/20/11 11:26:35          S
RES-200-VDR                              11/26/10 15:19:01          L
RES-200S                                 11/26/10 15:19:14          L
RF-4.6-5                                 05/13/11 16:36:03          L
RF-CON-MC901                             05/20/11 11:26:35          S
RF-CON-MM8430                            05/20/11 11:26:35          S
RF-CON-SMA                               11/26/10 17:53:27          L
RF-CON-SMA-S                             05/20/11 11:26:35          S
RFT-2                                    05/20/11 11:26:36          S
RFT-3                                    05/20/11 11:26:36          S
RJ-45LED                                 06/18/10 15:45:40          L
RJ11-R1.02                               06/23/11 11:34:56          L
RJ11-R1.02L                              06/23/11 11:36:38          L
RJ11-R1.27                               01/14/10 17:48:47          L
RJ11-R2-2X1                              11/26/10 17:54:25          L
RJ45-R1.02                               11/26/10 17:54:37          L
RJ45-R1.02-A                             06/10/11 08:55:24          L
RJ45-R1.02-LED                           06/10/11 08:55:24          L
RJ45-R1.02S                              05/20/11 11:26:36          S
RJ45-R1.2                                11/26/10 17:55:07          L
RJ45-R1.27                               06/10/11 08:55:25          L
RJ45-R1.27-GT                            11/26/10 17:55:27          L
RJ45-R1.27-TRANSFORMER                   06/10/11 08:55:24          L
RJ45-R1.27L                              06/10/11 08:55:25          L
RJ45-R12-6X2                             09/27/09 11:41:35          L
RJ45-R16-8X2                             09/27/09 11:41:35          L
RJ45-R2-2X1                              09/27/09 11:41:35          L
RJ45-R4-4X1                              06/02/11 16:25:02          L
RJ45-R4-4X1A                             06/28/11 08:31:53          L
RJ45-R5-5X1                              11/23/10 16:36:00          L
RJ45-R8-4X2                              02/05/10 16:19:57          L
RJ45-R8-4X2L                             09/17/10 17:14:23          L
RJ45-R8-8X1                              06/02/11 16:23:32          L
RJ45-T1.27S                              05/20/11 11:26:36          S
RLY10-100-100                            11/26/10 17:52:10          L
RLY12-100-200                            11/26/10 17:51:58          L
RLY5-100-300                             11/26/10 17:51:44          L
RN4                                      05/20/11 11:26:36          S
S-DL35                                   06/16/11 16:49:16          S
S-DO214                                  06/16/11 16:47:29          S
S-DO214AB                                06/16/11 16:46:57          S
S-DO214AC                                06/16/11 16:46:13          S
S-OSA-B-4X5                              06/17/11 15:29:22          S
S-OSA-R-4                                06/17/11 15:29:50          S
S-OSA-T-4                                06/17/11 15:30:04          S
SAW5-1.35X1.05                           05/20/11 11:26:36          S
SBR4-4.9X4                               05/25/11 14:22:07          S
SC-59                                    05/20/11 11:26:36          S
SC-62                                    05/20/11 11:26:36          S
SC-70-5                                  05/20/11 11:26:36          S
SC-70-6                                  05/20/11 11:26:36          S
SC-70-8                                  05/20/11 11:26:36          S
SC-74                                    05/20/11 11:26:36          S
SC-79                                    05/20/11 11:26:36          S
SC-88                                    05/20/11 11:26:36          S
SC-89                                    05/20/11 11:26:36          S
SCRY2-11X4.9                             05/20/11 11:26:36          S
SCRY2-3.2X1.5                            06/30/11 08:55:10          S
SCRY2-8X4.5                              06/30/11 08:55:20          S
SCRY4-3.25X2.55                          06/30/11 08:55:32          S
SCRY4-3.2X2.5                            06/30/11 09:07:38          S
SCRY4-5X3.2                              06/30/11 08:58:08          S
SCRY4-7X5                                05/25/11 14:34:33          S
SFF-1X1                                  10/28/10 17:38:12          L
SFF-2X1                                  10/28/10 17:37:23          L
SFF-2X1-A                                06/01/11 09:44:59          L
SFP-1X1                                  05/25/11 14:38:39          S+
SFP-1X4                                  07/01/11 14:49:42          S+
SFP-2X1                                  01/13/10 14:18:03          L
SFP-2X1-LP                               03/14/11 17:35:45          L
SFUSE-1206                               05/25/11 14:39:18          S
SFUSE-1812                               05/25/11 14:39:28          S
SFUSE-9474                               05/25/11 14:39:38          S
SHIELD-29X40                             09/27/09 11:41:35          L
SHIELD-29X40A                            09/27/09 11:41:35          L
SHIELD-29X40NEW                          09/27/09 11:41:35          L
SHIELD-310                               09/27/09 11:41:35          L
SHIELD-310V5                             09/27/09 11:41:35          L
SHIELD-320                               09/27/09 11:41:35          L
SHIELD-320G                              09/27/09 11:41:35          L
SHIELD-42X23.5                           09/27/09 11:41:35          L
SHIELD-83X36.8                           09/27/09 11:41:35          L
SHIELD-AP51                              09/27/09 11:41:35          L
SHIELD-CB51                              09/27/09 11:41:35          L
SHIELD-CB71                              09/27/09 11:41:35          L
SHIELD-MB62                              09/27/09 11:41:35          L
SHIELD-MV                                09/27/09 11:41:35          L
SHIELD-UB323                             09/27/09 11:41:35          L
SHIELD-UB52                              09/27/09 11:41:35          L
SJP-0205                                 05/25/11 16:10:45          S
SJP-0207                                 05/25/11 16:10:45          S
SJP-0210                                 05/25/11 16:10:45          S
SJP-0213                                 05/25/11 16:10:45          S
SJP0270-0.8                              05/25/11 16:10:45          S
SL0201                                   05/25/11 16:10:45          S
SL0402                                   05/25/11 16:10:46          S
SL0603                                   05/25/11 16:10:46          S
SL0805                                   05/25/11 16:10:46          S
SL1008                                   05/25/11 16:10:46          S
SL1206                                   05/25/11 16:10:46          S
SL1210                                   05/25/11 16:10:46          S
SL2518                                   05/25/11 16:10:46          S
SL3225                                   05/25/11 16:10:46          S
SL4532                                   05/25/11 16:10:46          S
SLED0603                                 05/25/11 16:10:46          S
SLED0805                                 05/25/11 16:10:46          S
SOD123                                   05/25/11 16:10:46          S
SOD323                                   06/16/11 17:12:54          S
SOD323-A                                 06/16/11 17:14:14          S
SOD523                                   05/25/11 16:10:46          S
SOD923                                   05/25/11 16:10:46          S
SOIC14-50-150                            06/02/11 08:39:14          S
SOIC16-50-295                            06/02/11 08:39:28          S
SOIC20-50-295                            06/02/11 08:39:52          S
SOIC8-50-150                             06/01/11 15:29:00          S
SOIC8-50-208                             06/01/11 15:29:29          S
SOP16-50-150                             06/02/11 08:38:04          S
SOP16-50-300                             06/02/11 08:38:19          S
SOP4-100-256                             05/25/11 16:10:46          S
SOP5-50-173                              05/25/11 16:10:46          S
SOP8-100-260                             05/25/11 16:10:46          S
SOP8-50-155                              06/01/11 15:41:48          S
SOP8-50-155-2X3                          06/01/11 15:42:16          S
SOP8-50-155A                             06/01/11 15:42:41          S
SOSC4-5X3                                05/25/11 16:10:46          S
SOSC4-5X3.2                              05/25/11 16:10:46          S
SOSC4-7X5                                05/25/11 16:10:46          S
SOSC6-7.2X5.2                            05/25/11 16:10:47          S
SOT-143                                  05/25/11 16:10:47          S
SOT-223                                  05/25/11 16:10:47          S
SOT-23                                   05/25/11 16:10:47          S
SOT-23-5                                 05/25/11 16:10:47          S
SOT-23-6                                 05/25/11 16:10:47          S
SOT-343                                  05/25/11 16:10:47          S
SOT-89                                   05/27/11 11:14:45          S
SPG-10                                   09/27/09 11:41:35          L
SPG-12.7                                 09/27/09 11:41:35          L
SPG-3-5X7.2                              05/25/11 16:10:47          S
SPG-DO214                                05/25/11 16:10:47          S
SPL12.5X12.5                             05/25/11 16:10:47          S
SPL12.95X9.4                             05/25/11 16:10:47          S
SPL3.2X3.2                               06/14/11 17:19:34          S
SPL3X3                                   05/25/11 16:10:47          S
SPL3X3D                                  05/25/11 16:10:47          S
SPL4.6X4.6                               06/24/11 15:37:45          S
SPL4X4                                   05/25/11 16:10:49          S
SPL5.3X5.3                               06/24/11 15:38:27          S
SPL5X5                                   05/25/11 16:10:47          S
SPL5X5D                                  05/25/11 16:10:47          S
SPL6.7X6.7                               05/25/11 16:10:49          S
SPL6X6                                   06/24/11 15:58:59          S
SPL7.3X7.3                               05/25/11 16:10:47          S
SSOP14-25.6-208                          05/25/11 16:10:47          S
SSOP20-25.6-208                          05/25/11 16:10:47          S
SSOP32-25-295                            05/25/11 16:10:47          S
SSW10                                    05/25/11 16:10:47          S
STFM10-2.5-14                            05/25/11 16:10:47          S
STFM16-1.27-7                            05/25/11 16:10:47          S
STFM16-1.7-11.5                          05/25/11 16:10:47          S
STFM16-1.7-13.5                          05/25/11 16:10:47          S
STFM24-1.27-12.2                         05/25/11 16:10:47          S
STFM24-1.27-16.8                         05/25/11 16:10:47          S
STFM40-1.27-12.3                         05/31/11 14:13:57          S
STFM48-1.02-12.2                         05/25/11 16:10:48          S
STFM8-2.54-10                            05/25/11 16:10:47          S
TCC22-27.4X27.5P                         05/20/11 11:26:39          S
TFM10-2.5-10                             04/26/11 09:22:28          L
TFM10-3.2-15.5                           01/04/11 15:09:36          L
TFM10-4-13                               05/30/11 14:21:38          L
TFM12-2-5.08                             06/18/10 15:49:01          L
TFM12-2.54-11.1                          09/27/09 11:41:35          L
TFM16-1.7-13                             05/30/11 14:25:26          L
TFM16-1.7-13.2                           05/30/11 14:27:03          L
TFM16-2.54-7.62                          04/26/11 09:23:38          L
TFM20-2.54-7.62                          04/26/11 09:23:57          L
TFM6-2.7-5                               04/26/11 09:24:09          L
TFM6-3.81-12.7                           06/18/10 15:50:00          L
TFM60-1.78-3.3                           09/27/09 11:41:35          L
TFM72-29X26.5                            01/27/10 10:11:43          L
TFM72-34.5X19                            06/10/11 15:47:49          L
TFM8-2.5-7.7                             05/30/11 14:30:16          L
TFM8-3.0-15.3                            03/03/11 11:11:03          L
